frame_number,id,actor_actress,about,score
27301,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.7194180917393037
27401,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.6187417507171631
27601,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.7710231083021709
27901,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.6902490258216858
28601,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.8244246244430542
29101,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.6924623847007751
29301,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.6573269563116719
30301,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.7656798362731934
30501,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.6966612546641011
30801,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.6930400133132935
30901,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.6875044107437134
31401,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.7502826601098396
31601,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.706320583820343
33301,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.6647425293922424
33601,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.6358027458190918
34701,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.6124712824821472
34901,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.7144189306747288
35401,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.6778250528678279
35701,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.7246499493509514
36001,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.645811000216664
36101,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.7195080518722534
36301,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.7073834364046727
36701,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.6510079101028419
37401,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.6718718414192085
37601,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.7467421515805174
38401,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.6266879439353943
40401,f4da19ce-8add-4c5f-a9fd-7606ae4ba279,Robson Green,About the Character: Geordie is the lovably crabby detective with a gruff exterior and heart of gold. His methodical approach to policing complements the more intuitive techniques of his vicar friends. He’s a no-nonsense  plain-speaking man who holds mental scars from serving in World War II. Geordie is the husband of Cathy Keating and a devoted father of four.Where You’ve Seen Him Before: Aside from his work on Grantchester and Soldier Soldier  Green is also recognized for roles in Touching Evil and Reckless. He also appeared in the series Being Human alongside Poldark star Aidan Turner.Fun Fact: Green had a brief career in the music industry as one half of the mid-90s pop duo Robson and Jerome. More recently  he and Grantchester co-star Tom Brittney had cameos as backing guitarists for Sam Fender in the North Shields’ singer’s music video.Related Content: Read our exclusive cast interview with Green and check out his audio interview with the MASTERPIECE Studio podcast.,0.6117821931838989
40601,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.6321865697018259
41101,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.6125124461956301
